user_id,step,timestamp
U133,signup_started,20-07-2026 04:18
U166,details_filled,20-07-2026 04:34
U105,purchase_completed,20-07-2026 04:53
U160,details_filled,20-07-2026 04:22
U124,signup_started,20-07-2026 04:14
U108,purchase_completed,20-07-2026 05:09
U001,visited_site,20-07-2026 03:52
U142,purchase_completed,20-07-2026 04:49
U176,details_filled,20-07-2026 04:27
U017,visited_site,20-07-2026 03:33
U062,signup_started,20-07-2026 04:17
U044,details_filled,20-07-2026 04:11
U065,email_verified,20-07-2026 04:24
U086,signup_started,20-07-2026 03:55
U061,email_verified,20-07-2026 04:33
U109,visited_site,20-07-2026 04:07
U104,visited_site,20-07-2026 03:50
U086,visited_site,20-07-2026 04:03
U024,visited_site,20-07-2026 04:06
U180,visited_site,20-07-2026 03:52
U085,visited_site,20-07-2026 04:03
U089,email_verified,20-07-2026 04:39
U019,details_filled,20-07-2026 04:18
U074,signup_started,20-07-2026 04:05
U105,signup_started,20-07-2026 03:47
U099,signup_started,20-07-2026 04:14
U200,visited_site,20-07-2026 04:07
U190,visited_site,20-07-2026 04:03
U075,signup_started,20-07-2026 03:51
U064,signup_started,20-07-2026 03:59
U159,details_filled,20-07-2026 04:15
U115,signup_started,20-07-2026 03:59
U006,visited_site,20-07-2026 03:35
U064,email_verified,20-07-2026 04:33
U054,signup_started,20-07-2026 04:20
U067,visited_site,20-07-2026 04:07
U097,email_verified,20-07-2026 04:47
U023,signup_started,20-07-2026 03:52
U047,visited_site,20-07-2026 04:01
U053,visited_site,20-07-2026 03:53
U114,purchase_completed,20-07-2026 04:40
U076,visited_site,20-07-2026 03:52
U026,signup_started,20-07-2026 03:49
U114,signup_started,20-07-2026 04:03
U191,visited_site,20-07-2026 03:54
U026,visited_site,20-07-2026 03:32
U168,details_filled,20-07-2026 04:14
U091,email_verified,20-07-2026 04:41
U118,signup_started,20-07-2026 03:58
U180,details_filled,20-07-2026 04:14
U084,signup_started,20-07-2026 04:23
U197,visited_site,20-07-2026 03:32
U042,visited_site,20-07-2026 03:58
U025,signup_started,20-07-2026 04:19
U192,visited_site,20-07-2026 03:35
U070,signup_started,20-07-2026 04:08
U183,visited_site,20-07-2026 04:08
U092,signup_started,20-07-2026 03:47
U058,email_verified,20-07-2026 04:37
U006,signup_started,20-07-2026 03:45
U051,signup_started,20-07-2026 03:54
U078,visited_site,20-07-2026 03:47
U031,details_filled,20-07-2026 04:38
U034,visited_site,20-07-2026 04:09
U161,visited_site,20-07-2026 03:45
U148,visited_site,20-07-2026 03:54
U198,visited_site,20-07-2026 04:08
U045,signup_started,20-07-2026 04:18
U085,email_verified,20-07-2026 04:41
U107,signup_started,20-07-2026 03:59
U182,visited_site,20-07-2026 03:59
U008,signup_started,20-07-2026 03:45
U142,signup_started,20-07-2026 03:51
U091,signup_started,20-07-2026 04:12
U043,visited_site,20-07-2026 03:58
U014,details_filled,20-07-2026 04:03
U031,signup_started,20-07-2026 03:56
U108,signup_started,20-07-2026 03:55
U081,signup_started,20-07-2026 04:13
U187,details_filled,20-07-2026 04:37
U050,visited_site,20-07-2026 03:58
U059,email_verified,20-07-2026 04:29
U163,details_filled,20-07-2026 04:25
U138,signup_started,20-07-2026 03:55
U009,signup_started,20-07-2026 03:58
U200,details_filled,20-07-2026 04:17
U141,visited_site,20-07-2026 03:42
U048,email_verified,20-07-2026 04:46
U064,visited_site,20-07-2026 04:09
U089,signup_started,20-07-2026 03:55
U028,visited_site,20-07-2026 03:47
U001,signup_started,20-07-2026 04:03
U168,visited_site,20-07-2026 04:06
U166,visited_site,20-07-2026 03:32
U057,visited_site,20-07-2026 03:35
U052,visited_site,20-07-2026 03:57
U147,signup_started,20-07-2026 04:02
U136,visited_site,20-07-2026 03:48
U169,visited_site,20-07-2026 03:48
U065,signup_started,20-07-2026 03:54
U128,signup_started,20-07-2026 03:58
U130,purchase_completed,20-07-2026 05:07
U148,signup_started,20-07-2026 04:12
U083,email_verified,20-07-2026 04:36
U050,signup_started,20-07-2026 04:14
U080,visited_site,20-07-2026 03:37
U146,signup_started,20-07-2026 04:03
U122,visited_site,20-07-2026 03:32
U139,signup_started,20-07-2026 03:50
U102,purchase_completed,20-07-2026 04:53
U033,signup_started,20-07-2026 04:03
U037,details_filled,20-07-2026 04:03
U116,purchase_completed,20-07-2026 04:35
U162,visited_site,20-07-2026 03:46
U046,details_filled,20-07-2026 04:20
U140,purchase_completed,20-07-2026 04:43
U133,visited_site,20-07-2026 03:59
U125,signup_started,20-07-2026 04:00
U008,details_filled,20-07-2026 04:04
U145,signup_started,20-07-2026 04:07
U074,visited_site,20-07-2026 03:36
U104,signup_started,20-07-2026 03:57
U072,visited_site,20-07-2026 03:57
U094,email_verified,20-07-2026 04:27
U079,email_verified,20-07-2026 04:29
U178,details_filled,20-07-2026 04:26
U183,details_filled,20-07-2026 04:39
U075,visited_site,20-07-2026 03:58
U101,visited_site,20-07-2026 04:04
U022,signup_started,20-07-2026 04:21
U153,visited_site,20-07-2026 04:06
U039,visited_site,20-07-2026 03:45
U158,details_filled,20-07-2026 04:12
U011,details_filled,20-07-2026 04:27
U177,details_filled,20-07-2026 04:07
U111,signup_started,20-07-2026 03:59
U039,signup_started,20-07-2026 04:00
U024,details_filled,20-07-2026 04:30
U107,purchase_completed,20-07-2026 04:39
U094,signup_started,20-07-2026 03:45
U195,details_filled,20-07-2026 04:32
U051,email_verified,20-07-2026 04:34
U147,visited_site,20-07-2026 03:35
U109,signup_started,20-07-2026 04:16
U132,purchase_completed,20-07-2026 05:09
U025,details_filled,20-07-2026 04:37
U033,details_filled,20-07-2026 04:27
U053,email_verified,20-07-2026 04:42
U116,signup_started,20-07-2026 04:13
U126,signup_started,20-07-2026 04:24
U188,visited_site,20-07-2026 04:06
U123,visited_site,20-07-2026 03:55
U187,visited_site,20-07-2026 03:35
U048,visited_site,20-07-2026 03:39
U053,signup_started,20-07-2026 03:48
U119,signup_started,20-07-2026 03:58
U013,signup_started,20-07-2026 04:22
U155,visited_site,20-07-2026 03:57
U066,email_verified,20-07-2026 04:28
U069,visited_site,20-07-2026 03:53
U096,visited_site,20-07-2026 03:44
U066,signup_started,20-07-2026 04:12
U122,signup_started,20-07-2026 04:05
U165,visited_site,20-07-2026 03:47
U016,visited_site,20-07-2026 03:52
U017,signup_started,20-07-2026 04:15
U092,email_verified,20-07-2026 04:47
U016,signup_started,20-07-2026 04:09
U057,signup_started,20-07-2026 03:48
U008,visited_site,20-07-2026 04:03
U194,visited_site,20-07-2026 03:47
U095,email_verified,20-07-2026 04:44
U038,details_filled,20-07-2026 04:29
U050,email_verified,20-07-2026 04:42
U003,signup_started,20-07-2026 03:58
U027,signup_started,20-07-2026 04:10
U117,visited_site,20-07-2026 03:59
U115,purchase_completed,20-07-2026 04:51
U132,signup_started,20-07-2026 03:53
U196,visited_site,20-07-2026 04:05
U129,signup_started,20-07-2026 04:03
U130,signup_started,20-07-2026 04:11
U073,email_verified,20-07-2026 04:35
U040,visited_site,20-07-2026 03:36
U006,details_filled,20-07-2026 04:04
U176,visited_site,20-07-2026 03:53
U155,details_filled,20-07-2026 04:24
U070,visited_site,20-07-2026 03:57
U003,details_filled,20-07-2026 04:25
U029,visited_site,20-07-2026 04:00
U013,visited_site,20-07-2026 03:48
U167,details_filled,20-07-2026 04:10
U170,details_filled,20-07-2026 04:14
U033,visited_site,20-07-2026 03:47
U073,visited_site,20-07-2026 03:31
U002,details_filled,20-07-2026 04:20
U128,visited_site,20-07-2026 04:07
U157,details_filled,20-07-2026 04:17
U052,email_verified,20-07-2026 04:20
U149,signup_started,20-07-2026 04:04
U018,visited_site,20-07-2026 03:59
U054,email_verified,20-07-2026 04:31
U094,visited_site,20-07-2026 03:58
U113,purchase_completed,20-07-2026 04:55
U185,visited_site,20-07-2026 04:08
U171,visited_site,20-07-2026 04:08
U059,signup_started,20-07-2026 03:46
U192,details_filled,20-07-2026 04:02
U165,details_filled,20-07-2026 04:38
U011,signup_started,20-07-2026 04:05
U189,details_filled,20-07-2026 04:27
U137,purchase_completed,20-07-2026 04:46
U178,visited_site,20-07-2026 03:46
U082,email_verified,20-07-2026 04:21
U143,signup_started,20-07-2026 03:47
U090,email_verified,20-07-2026 04:28
U170,visited_site,20-07-2026 04:02
U014,signup_started,20-07-2026 04:15
U088,visited_site,20-07-2026 03:40
U126,purchase_completed,20-07-2026 04:30
U037,signup_started,20-07-2026 03:50
U152,details_filled,20-07-2026 04:28
U034,signup_started,20-07-2026 03:58
U056,visited_site,20-07-2026 03:55
U174,visited_site,20-07-2026 03:39
U007,details_filled,20-07-2026 04:08
U087,visited_site,20-07-2026 04:00
U108,visited_site,20-07-2026 03:34
U135,visited_site,20-07-2026 03:39
U057,email_verified,20-07-2026 04:39
U144,signup_started,20-07-2026 03:52
U087,email_verified,20-07-2026 04:15
U193,visited_site,20-07-2026 04:05
U131,purchase_completed,20-07-2026 04:58
U047,email_verified,20-07-2026 04:50
U002,signup_started,20-07-2026 03:45
U101,purchase_completed,20-07-2026 04:33
U120,visited_site,20-07-2026 03:33
U070,email_verified,20-07-2026 04:44
U056,signup_started,20-07-2026 03:56
U017,details_filled,20-07-2026 04:21
U107,visited_site,20-07-2026 03:40
U179,visited_site,20-07-2026 03:35
U103,purchase_completed,20-07-2026 04:34
U067,email_verified,20-07-2026 04:31
U105,visited_site,20-07-2026 03:35
U068,email_verified,20-07-2026 04:24
U084,visited_site,20-07-2026 04:07
U022,visited_site,20-07-2026 03:30
U071,signup_started,20-07-2026 04:11
U049,signup_started,20-07-2026 04:05
U018,signup_started,20-07-2026 03:46
U062,visited_site,20-07-2026 03:48
U189,visited_site,20-07-2026 03:44
U096,email_verified,20-07-2026 04:23
U110,visited_site,20-07-2026 04:08
U139,purchase_completed,20-07-2026 04:38
U036,visited_site,20-07-2026 03:37
U034,details_filled,20-07-2026 04:22
U080,email_verified,20-07-2026 04:27
U117,purchase_completed,20-07-2026 04:32
U129,purchase_completed,20-07-2026 04:39
U035,details_filled,20-07-2026 04:20
U039,details_filled,20-07-2026 04:20
U098,email_verified,20-07-2026 04:15
U112,visited_site,20-07-2026 03:36
U114,visited_site,20-07-2026 04:08
U099,purchase_completed,20-07-2026 04:33
U104,purchase_completed,20-07-2026 04:47
U029,details_filled,20-07-2026 04:21
U015,details_filled,20-07-2026 04:05
U110,purchase_completed,20-07-2026 05:09
U120,purchase_completed,20-07-2026 04:30
U100,purchase_completed,20-07-2026 04:49
U093,email_verified,20-07-2026 04:31
U119,purchase_completed,20-07-2026 05:05
U065,visited_site,20-07-2026 03:41
U098,visited_site,20-07-2026 04:06
U072,email_verified,20-07-2026 04:22
U027,visited_site,20-07-2026 03:49
U009,visited_site,20-07-2026 03:32
U030,details_filled,20-07-2026 04:03
U038,visited_site,20-07-2026 03:38
U026,details_filled,20-07-2026 04:23
U060,email_verified,20-07-2026 04:48
U010,visited_site,20-07-2026 04:04
U031,visited_site,20-07-2026 03:35
U055,visited_site,20-07-2026 03:41
U011,visited_site,20-07-2026 03:56
U084,email_verified,20-07-2026 04:49
U021,visited_site,20-07-2026 03:45
U014,visited_site,20-07-2026 03:38
U076,email_verified,20-07-2026 04:45
U036,details_filled,20-07-2026 04:34
U109,purchase_completed,20-07-2026 04:33
U071,email_verified,20-07-2026 04:23
U074,email_verified,20-07-2026 04:20
U124,purchase_completed,20-07-2026 04:57
U128,purchase_completed,20-07-2026 04:39
U055,email_verified,20-07-2026 04:51
U062,email_verified,20-07-2026 04:17
U122,purchase_completed,20-07-2026 04:32
U135,purchase_completed,20-07-2026 05:04
U141,purchase_completed,20-07-2026 05:04
U088,email_verified,20-07-2026 04:16
U056,email_verified,20-07-2026 04:19
U098,signup_started,20-07-2026 03:58
U032,visited_site,20-07-2026 03:38
